"doc_id","morpheme_analysis"
"doc35538362","This/SL study/SL aimed/SL to/SL investigate/SL the/SL perceptions/SL of/SL primary/SL school/SL teachers/SL on/SL who/SL would/SL be/SL best/SL to/SL teach/SL English/SL and/SL who/SL should/SL take/SL responsibility/SL for/SL improving/SL the/SL English/SL learning/SL of/SL underachievers/SL in/SL Engl/SL ish./SL For/SL the/SL study/SL ,/SP 107/SN elementary/SL school/SL teachers/SL participated/SL in/SL the/SL survey/SL ,/SP and/SL they/SL consist/SL of/SL three/SL groups/SL :/SP English/SL subject/SL specialized/SL teachers/SL (/SSO ETs/SL )/SSC ,/SP homeroom/SL teachers/SL (/SSO HTs/SL )/SSC ,/SP and/SL homeroom/SL teachers/SL teaching/SL English/SL (/SSO HTEs/SL )/SSC ./SF The/SL results/SL of/SL the/SL study/SL are/SL as/SL foll/SL ows./SL First/SL ,/SP regarding/SL who/SL should/SL teach/SL English/SL ,/SP 64.5/SN %/SW of/SL 107/SN teachers/SL answered/SL ETs/SL should/SL be/SL in/SL charge/SL of/SL English/SL classes/SL ,/SP while/SL only/SL 28/SN %/SW of/SL them/SL suggested/SL that/SL HTs/SL sho/SL uld./SL Compared/SL to/SL the/SL other/SL two/SL groups/SL ,/SP a/SL higher/SL percentage/SL of/SL HTEs/SL favored/SL having/SL homeroom/SL teacher/SL teaching/SL Engl/SL ish./SL Second/SL ,/SP regarding/SL the/SL responsibility/SL of/SL teaching/SL English/SL to/SL underachievers/SL ,/SP 70.5/SN %/SW of/SL ETs/SL and/SL 86/SN %/SW of/SL HTs/SL answered/SL that/SL ETs/SL should/SL take/SL more/SL responsibility/SL than/SL HTs/SL at/SL a/SL ratio/SL higher/SL than/SL 8:2/W_SERIAL ./SF In/SL other/SL words/SL ,/SP most/SL teachers/SL think/SL that/SL ETs/SL should/SL have/SL a/SL higher/SL percentage/SL of/SL responsibility/SL in/SL improving/SL poor/SL English/SL lea/SL rning./SL Discussions/SL and/SL suggestions/SL are/SL made/SL on/SL what/SL to/SL do/SL in/SL consideration/SL of/SL the/SL findings/SL on/SL teachers/SL ’/SSC perception/SL and/SL the/SL ideal/SL situation/SL to/SL help/SL underachievers/SL in/SL En/SL glish./SL"
"doc03915890","Improving/SL pedagogical/SL competence/SL of/SL English/SL pre/SL -/SO service/SL teachers/SL (/SSO PSTs/SL )/SSC ,/SP a/SL college/SL course/SL of/SL ‘/SSO Understanding/SL and/SL Teaching/SL of/SL Underachieving/SL English/SL Language/SL Learners/SL (/SSO U/SL -/SO ELLs/SL )/SSC '/SSC was/SL desig/SL ned./SL It/SL consists/SL of/SL 3/SN stages/SL :/SP 1/SN )/SSC understanding/SL U/SL -/SO ELLs/SL ,/SP 2/SN )/SSC teaching/SL U/SL -/SO ELLs/SL ,/SP and/SL 3/SN )/SSC evaluation/SL and/SL reflect/SL ion./SL During/SL the/SL stage/SL of/SL understanding/SL U/SL -/SO ELLs/SL ,/SP PSTs/SL participated/SL in/SL a/SL workshop/SL about/SL online/SL platform/SL Classcard/SL ,/SP micro/SL -/SO teaching/SL with/SL Classcard/SL ,/SP and/SL preparing/SL 3/SN -/SO week/SL teaching/SL plans/SL and/SL educational/SL materi/SL als./SL In/SL the/SL second/SL stage/SL ,/SP the/SL PSTs/SL taught/SL U/SL -/SO ELLs/SL through/SL a/SL one/SL -/SO on/SL -/SO one/SL English/SL tutoring/SL prog/SL ram./SL After/SL completing/SL 3/SN -/SO week/SL tutoring/SL ,/SP the/SL PSTs/SL and/SL U/SL -/SO ELLs/SL evaluated/SL their/SL learning/SL experien/SL ces./SL The/SL survey/SL results/SL were/SL compared/SL to/SL those/SL of/SL Cho/SL (/SSO 2018/SN )/SSC ./SF The/SL teaching/SL logs/SL and/SL reflective/SL journals/SL ,/SP written/SL by/SL the/SL participating/SL PSTs/SL ,/SP showed/SL that/SL utilizing/SL online/SL platform/SL was/SL useful/SL for/SL teaching/SL U/SL -/SO ELLs/SL but/SL that/SL PSTs/SL experienced/SL difficulties/SL in/SL being/SL familiar/SL with/SL the/SL various/SL functions/SL of/SL online/SL platform/SL and/SL in/SL effectively/SL utilizing/SL the/SL platform/SL according/SL to/SL learning/SL environments/SL and/SL leaner/SL fact/SL ors./SL Also/SL ,/SP the/SL research/SL results/SL indicated/SL that/SL realizing/SL the/SL importance/SL of/SL online/SL platform/SL while/SL tutoring/SL U/SL -/SO ELLs/SL ,/SP PSTs/SL explored/SL teaching/SL methods/SL and/SL their/SL career/SL pa/SL ths./SL This/SL paper/SL provides/SL suggestions/SL for/SL teacher/SL educators/SL to/SL improve/SL PSTs/SL ’/SSC pedagogical/SL competences/SL to/SL support/SL U/SL -/SO ELLs/SL for/SL English/SL basic/SL compe/SL tency./SL"
"doc18226306","This/SL study/SL was/SL related/SL to/SL the/SL cases/SL in/SL which/SL pre/SL -/SO service/SL elementary/SL teachers/SL designed/SL math/SL lessons/SL tailored/SL to/SL math/SL underachievers/SL with/SL learning/SL trajectories/SL and/SL universal/SL design/SL for/SL learn/SL ing./SL Learning/SL trajectories/SL can/SL be/SL a/SL basis/SL to/SL identify/SL students/SL ’/SSC current/SL state/SL of/SL understanding/SL and/SL development/SL ,/SP and/SL make/SL a/SL lesson/SL plan/SL responsively/SL tailored/SL to/SL underachievers/SL ’/SSC st/SL ate./SL And/SL universal/SL design/SL for/SL learning/SL is/SL a/SL framework/SL that/SL removes/SL potential/SL barriers/SL that/SL may/SL exist/SL in/SL math/SL lessons/SL from/SL the/SL time/SL the/SL lessons/SL are/SL planned/SL ,/SP and/SL guides/SL the/SL rich/SL learning/SL environment/SL accessible/SL to/SL all/SL learn/SL ers./SL In/SL order/SL to/SL provide/SL an/SL experience/SL of/SL designing/SL math/SL lessons/SL considering/SL the/SL characteristics/SL of/SL math/SL underachievers/SL ,/SP this/SL study/SL required/SL pre/SL -/SO service/SL elementary/SL teachers/SL to/SL create/SL learning/SL trajectories/SL and/SL make/SL lesson/SL plans/SL with/SL the/SL principles/SL of/SL universal/SL design/SL for/SL learn/SL ing./SL The/SL characteristics/SL of/SL the/SL learning/SL trajectories/SL shown/SL in/SL the/SL lesson/SL plans/SL and/SL the/SL results/SL of/SL applying/SL the/SL principles/SL of/SL universal/SL design/SL for/SL learning/SL were/SL analy/SL zed./SL By/SL discussing/SL the/SL results/SL ,/SP implications/SL were/SL derived/SL regarding/SL the/SL necessity/SL of/SL lesson/SL planning/SL for/SL math/SL underachievers/SL and/SL the/SL development/SL of/SL lesson/SL planning/SL competency/SL of/SL pre/SL -/SO service/SL elementary/SL mathematics/SL teachers/SL in/SL teacher/SL educ/SL ation./SL"
"doc64885275","The/SL increase/SL in/SL multicultural/SL students/SL is/SL a/SL predicted/SL phenomenon/SL ,/SP but/SL the/SL educational/SL environment/SL they/SL face/SL is/SL relatively/SL p/SL oor./SL Adolescents/SL from/SL multicultural/SL families/SL are/SL experiencing/SL various/SL psychological/SL and/SL social/SL problems/SL such/SL as/SL poor/SL learning/SL and/SL confusion/SL in/SL their/SL ident/SL ity./SL Based/SL on/SL these/SL survey/SL results/SL ,/SP the/SL demand/SL for/SL improvement/SL measures/SL for/SL school/SL maladjustment/SL of/SL youths/SL from/SL multicultural/SL families/SL in/SL terms/SL of/SL improving/SL educational/SL welfare/SL is/SL on/SL the/SL r/SL ise./SL According/SL to/SL a/SL survey/SL by/SL the/SL Ministry/SL of/SL Gender/SL Equality/SL and/SL Family/SL (/SSO 2018/SN )/SSC ,/SP looking/SL at/SL the/SL reasons/SL for/SL not/SL adjusting/SL well/SL to/SL school/SL ,/SP 63.6/SN %/SW answered/SL that/SL school/SL study/SL was/SL difficult/SL ,/SP followed/SL by/SL 53.5/SN %/SW that/SL they/SL did/SL not/SL get/SL along/SL well/SL with/SL their/SL frie/SL nds./SL This/SL result/SL shows/SL that/SL academic/SL performance/SL ,/SP friendship/SL ,/SP and/SL relationship/SL with/SL teachers/SL are/SL the/SL most/SL important/SL factors/SL in/SL the/SL adaptation/SL to/SL school/SL life/SL of/SL adolescents/SL from/SL multicultural/SL famil/SL ies./SL This/SL study/SL aims/SL to/SL examine/SL the/SL effect/SL of/SL social/SL support/SL on/SL school/SL maladjustment/SL among/SL youths/SL from/SL multicultural/SL families/SL belonging/SL to/SL the/SL Family/SL Federation/SL and/SL to/SL seek/SL improvement/SL measu/SL res./SL Looking/SL at/SL the/SL results/SL of/SL the/SL study/SL ,/SP it/SL was/SL found/SL that/SL among/SL the/SL social/SL supports/SL ,/SP parent/SL support/SL ,/SP teacher/SL support/SL ,/SP and/SL friend/SL support/SL ,/SP teacher/SL support/SL and/SL friend/SL support/SL had/SL a/SL significant/SL negative/SL effect/SL on/SL school/SL maladjustm/SL ent./SL A/SL positive/SL relationship/SL between/SL teachers/SL and/SL students/SL can/SL increase/SL school/SL satisfaction/SL among/SL adolescents/SL and/SL reduce/SL school/SL maladjustment/SL by/SL reducing/SL student/SL deviant/SL behav/SL ior./SL Adolescence/SL is/SL a/SL time/SL when/SL friendship/SL is/SL important/SL ,/SP so/SL it/SL should/SL be/SL possible/SL to/SL form/SL a/SL support/SL system/SL with/SL peers/SL as/SL memb/SL ers./SL This/SL study/SL can/SL be/SL used/SL as/SL basic/SL data/SL for/SL program/SL design/SL to/SL support/SL healthy/SL and/SL desirable/SL school/SL life/SL adaptation/SL by/SL analyzing/SL factors/SL affecting/SL adolescents/SL '/SS maladjustment/SL to/SL school/SL l/SL ife./SL Based/SL on/SL this/SL ,/SP this/SL study/SL intends/SL to/SL provide/SL policy/SL implications/SL for/SL educational/SL interventions/SL and/SL action/SL plans/SL to/SL prevent/SL adolescents/SL from/SL school/SL maladjus/SL tment./SL"
"doc28439804","This/SL study/SL analyzes/SL the/SL eye/SL tracking/SL characteristics/SL associated/SL with/SL the/SL reading/SL ability/SL of/SL elementary/SL school/SL students/SL with/SL learning/SL difficulties/SL by/SL using/SL the/SL LPA/SL (/SSO latent/SL profile/SL analysis/SL )/SSC ./SF A/SL total/SL of/SL 32/SN elementary/SL school/SL students/SL in/SL S/SL city/SL were/SL classified/SL based/SL on/SL the/SL results/SL of/SL the/SL reading/SL t/SL est./SL Eye/SL tracking/SL characteristics/SL of/SL each/SL latent/SL group/SL were/SL compared/SL and/SL analyzed/SL by/SL measuring/SL the/SL movement/SL of/SL the/SL gaze/SL in/SL the/SL reading/SL fluency/SL and/SL silent/SL word/SL reading/SL t/SL est./SL As/SL a/SL result/SL ,/SP LPA/SL identified/SL five/SL subgroups/SL with/SL patterns/SL of/SL strengths/SL and/SL weakness/SL in/SL the/SL reading/SL te/SL sts./SL There/SL was/SL a/SL significant/SL difference/SL in/SL the/SL reading/SL test/SL scores/SL for/SL each/SL latent/SL gr/SL oup./SL Regarding/SL the/SL eye/SL tracking/SL variables/SL for/SL the/SL latent/SL groups/SL ,/SP there/SL was/SL a/SL statistically/SL significant/SL difference/SL between/SL the/SL groups/SL in/SL both/SL the/SL total/SL fixation/SL time/SL and/SL regression/SL in/SL the/SL reading/SL fluency/SL t/SL est./SL In/SL addition/SL ,/SP it/SL was/SL confirmed/SL that/SL the/SL number/SL of/SL fixed/SL gazes/SL ,/SP the/SL number/SL of/SL regressions/SL ,/SP and/SL the/SL number/SL of/SL saccades/SL were/SL significant/SL variables/SL in/SL the/SL classification/SL of/SL the/SL latent/SL gr/SL oup./SL Based/SL on/SL these/SL results/SL ,/SP Implications/SL of/SL these/SL results/SL and/SL suggestions/SL for/SL follow/SL -/SO up/SL studies/SL were/SL disc/SL ussed./SL"
"doc35891744","This/SL study/SL aims/SL to/SL analyze/SL the/SL effectiveness/SL of/SL utilizing/SL graded/SL readers/SL on/SL literacy/SL development/SL of/SL English/SL underachievers/SL in/SL high/SL sch/SL ool./SL The/SL subjects/SL are/SL five/SL Korean/SL high/SL school/SL 1/SN st/SL graders/SL ,/SP and/SL the/SL single/SL subject/SL method/SL was/SL employed/SL for/SL this/SL st/SL udy./SL The/SL duration/SL of/SL the/SL entire/SL study/SL was/SL ten/SL weeks/SL and/SL the/SL intervention/SL classes/SL of/SL reading/SL with/SL graded/SL books/SL were/SL conducted/SL once/SL or/SL twice/SL a/SL w/SL eek./SL Each/SL session/SL was/SL 50/SN minutes/SL on/SL aver/SL age./SL During/SL the/SL intervention/SL period/SL ,/SP five/SL students/SL learned/SL English/SL vocabulary/SL and/SL grammar/SL and/SL read/SL texts/SL with/SL two/SL selected/SL graded/SL bo/SL oks./SL Changes/SL were/SL observed/SL in/SL their/SL literacy/SL skills/SL and/SL affective/SL domains/SL during/SL the/SL intervention/SL per/SL iod./SL The/SL results/SL demonstrate/SL that/SL the/SL five/SL underachievers/SL showed/SL meaningful/SL improvements/SL in/SL acquiring/SL words/SL ,/SP grammatical/SL knowledge/SL ,/SP and/SL reading/SL comprehens/SL ion./SL Additionally/SL ,/SP the/SL results/SL also/SL indicate/SL that/SL English/SL intervention/SL with/SL reading/SL graded/SL readers/SL had/SL a/SL positive/SL effect/SL on/SL affective/SL factors/SL such/SL as/SL confidence/SL ,/SP interest/SL ,/SP participation/SL ,/SP and/SL anxi/SL ety./SL Pedagogical/SL implications/SL are/SL discussed/SL for/SL English/SL underachievers/SL from/SL elementary/SL to/SL secondary/SL sc/SL hools./SL"
"doc47049190","The/SL purpose/SL of/SL this/SL study/SL is/SL to/SL investigate/SL elementary/SL and/SL middle/SL school/SL teachers/SL on/SL perception/SL of/SL the/SL difficulties/SL in/SL teaching/SL underachieved/SL students/SL of/SL Korean/SL language/SL and/SL the/SL support/SL plans/SL for/SL major/SL learning/SL underachievement/SL problems/SL of/SL Korean/SL language/SL ,/SP and/SL to/SL suggest/SL the/SL direction/SL of/SL support/SL for/SL underachieved/SL students/SL of/SL Korean/SL langu/SL age./SL To/SL this/SL end/SL ,/SP we/SL conducted/SL a/SL survey/SL of/SL elementary/SL and/SL middle/SL school/SL teachers/SL on/SL them/SL and/SL discussed/SL the/SL implications/SL of/SL the/SL res/SL ult./SL Finally/SL ,/SP support/SL plans/SL for/SL underachieved/SL students/SL of/SL Korean/SL language/SL were/SL suggested/SL based/SL on/SL the/SL survey/SL results/SL :/SP 1/SN )/SSC ‘/SSO support/SL for/SL providing/SL diagnostic/SL tools/SL and/SL changing/SL the/SL perception/SL of/SL stigma/SL effect/SL ’/SSC ;/SP 2/SN )/SSC ‘/SSO support/SL for/SL perception/SL shift/SL regarding/SL stigma/SL effect/SL ’/SSC ;/SP 3/SN )/SSC ‘/SSO support/SL for/SL teaching/SL and/SL learning/SL by/SL level/SL by/SL establishing/SL the/SL system/SL sharing/SL and/SL managing/SL data/SL ’/SSC ;/SP 4/SN )/SSC ‘/SSO support/SL for/SL teaching/SL in/SL connection/SL with/SL home/SL -/SO school/SL -/SO outside/SL schools/SL ’/SSC"
"doc60734143","This/SL study/SL provided/SL instructional/SL adaptation/SL course/SL to/SL cultivate/SL the/SL abilities/SL of/SL pre/SL -/SO service/SL elementary/SL -/SO school/SL teachers/SL to/SL guide/SL students/SL with/SL learning/SL difficulties/SL in/SL Kor/SL ean./SL The/SL instructional/SL adaptation/SL course/SL was/SL conducted/SL for/SL about/SL 7/SN weeks/SL ,/SP focusing/SL on/SL the/SL summary/SL strategy/SL and/SL various/SL teaching/SL -/SO learning/SL activit/SL ies./SL A/SL total/SL of/SL 156/SN pre/SL -/SO service/SL elementary/SL -/SO school/SL teachers/SL attending/SL the/SL second/SL and/SL third/SL grades/SL of/SL J/SL University/SL of/SL Education/SL participated/SL in/SL this/SL st/SL udy./SL SPSS/SL paired/SL t/SL -/SO test/SL was/SL used/SL to/SL analyze/SL what/SL changes/SL occur/SL in/SL their/SL perception/SL of/SL the/SL importance/SL and/SL execution/SL capabilities/SL of/SL instructional/SL adaptation/SL among/SL the/SL pre/SL -/SO service/SL elementary/SL -/SO school/SL teach/SL ers./SL As/SL the/SL result/SL of/SL the/SL study/SL ,/SP there/SL was/SL no/SL statistically/SL significant/SL differences/SL as/SL the/SL perception/SL of/SL the/SL importance/SL of/SL instructional/SL adaptation/SL at/SL the/SL high/SL level/SL in/SL the/SL pre/SL -/SO and/SL post/SL -/SO t/SL est./SL On/SL the/SL other/SL hand/SL ,/SP the/SL perception/SL of/SL execution/SL competency/SL of/SL instructional/SL adaptation/SL was/SL found/SL to/SL be/SL at/SL the/SL normal/SL level/SL in/SL the/SL pre/SL -/SO test/SL ,/SP but/SL it/SL was/SL improved/SL to/SL the/SL executable/SL level/SL in/SL the/SL post/SL -/SO test/SL ,/SP showing/SL a/SL statistically/SL significant/SL differe/SL nce./SL Based/SL on/SL the/SL results/SL of/SL this/SL study/SL ,/SP we/SL discussed/SL ways/SL to/SL cultivate/SL competent/SL pre/SL -/SO service/SL elementary/SL -/SO school/SL teachers/SL who/SL can/SL effectively/SL provide/SL individualized/SL instruction/SL by/SL applying/SL instructional/SL adaptation/SL for/SL many/SL elementary/SL -/SO school/SL students/SL who/SL are/SL suffering/SL from/SL learning/SL difficulties/SL in/SL Korean/SL as/SL well/SL as/SL other/SL sub/SL jects./SL"
"doc68145038","The/SL purpose/SL of/SL this/SL study/SL was/SL to/SL explore/SL the/SL relationship/SL among/SL reading/SL domains/SL and/SL sub/SL domains/SL ,/SP and/SL types/SL of/SL reading/SL difficulties/SL in/SL elementary/SL school/SL students/SL with/SL suspicion/SL of/SL Hangeul/SL dysle/SL xia./SL Using/SL the/SL results/SL of/SL the/SL Korean/SL Language/SL -/SO based/SL Reading/SL Assessment/SL (/SSO KOLRA/SL )/SSC of/SL a/SL total/SL of/SL 87/SN students/SL suspected/SL Hangeul/SL dyslexia/SL ,/SP the/SL relationship/SL between/SL the/SL reading/SL domains/SL and/SL the/SL type/SL of/SL reading/SL difficulty/SL was/SL investigated/SL through/SL correlation/SL ,/SP regression/SL ,/SP and/SL cluster/SL analy/SL sis./SL As/SL a/SL result/SL of/SL the/SL analysis/SL ,/SP the/SL influence/SL of/SL the/SL sub/SL -/SO domain/SL was/SL slightly/SL different/SL depending/SL on/SL the/SL reading/SL dom/SL ain./SL Specifically/SL ,/SP word/SL decoding/SL and/SL paragraph/SL reading/SL fluency/SL showed/SL significant/SL explanatory/SL amounts/SL for/SL reading/SL comprehension/SL ,/SP dictation/SL and/SL phonological/SL awareness/SL for/SL word/SL decoding/SL ,/SP and/SL dictation/SL ,/SP rapid/SL automatized/SL naming/SL and/SL word/SL decoding/SL for/SL paragraph/SL reading/SL flue/SL ncy./SL It/SL was/SL shown/SL that/SL there/SL can/SL be/SL at/SL least/SL four/SL subtypes/SL as/SL the/SL type/SL of/SL difficulty/SL in/SL reading/SL for/SL students/SL suspected/SL Hangeul/SL dyslexia/SL :/SP overall/SL poor/SL type/SL ,/SP lack/SL of/SL phonological/SL awareness/SL type/SL ,/SP type/SL with/SL insufficient/SL amount/SL of/SL decoding/SL activity/SL ,/SP and/SL type/SL with/SL slow/SL processing/SL sp/SL eed./SL Unlike/SL English/SL ,/SP for/SL the/SL diagnosis/SL and/SL instruction/SL of/SL reading/SL Hangul/SL ,/SP which/SL has/SL high/SL regularity/SL in/SL letter/SL -/SO sound/SL correspondence/SL ,/SP it/SL seems/SL that/SL diagnosis/SL and/SL instruction/SL should/SL be/SL carefully/SL performed/SL by/SL at/SL least/SL distinguishing/SL between/SL poor/SL decoding/SL accuracy/SL due/SL to/SL poor/SL phonological/SL awareness/SL and/SL poor/SL reading/SL fluency/SL due/SL to/SL insufficient/SL processing/SL speed./SL"
"doc87572480","Objectives/SL The/SL purposes/SL of/SL this/SL study/SL were/SL to/SL review/SL the/SL trends/SL in/SL research/SL related/SL to/SL academic/SL programs/SL conducted/SL at/SL domestic/SL universities/SL and/SL meta/SL -/SO analyze/SL the/SL effects/SL of/SL these/SL programs/SL ,/SP which/SL can/SL provide/SL the/SL data/SL for/SL improving/SL of/SL the/SL quality/SL of/SL the/SL academic/SL program/SL develo/SL pment./SL Methods/SL For/SL this/SL purpose/SL we/SL searched/SL for/SL keywords/SL such/SL as/SL ‘/SSO college/SL student/SL ’/SSC ,/SP ‘/SSO study/SL ’/SSC ,/SP ‘/SSO program/SL ’/SSC ,/SP ‘/SSO academic/SL probation/SL ’/SSC ,/SP and/SL ‘/SSO college/SL student/SL underachievement/SL ’/SSC in/SL the/SL RISS/SL ,/SP and/SL collected/SL 103/SN papers/SL of/SL ‘/SSO college/SL students/SL ’/SSC academic/SL support/SL programs/SL ’/SSC published/SL from/SL 2006/SN to/SL 2021/SN in/SL KCI/SL and/SL KCI/SL -/SO candidate/SL journ/SL als./SL We/SL analyzed/SL the/SL research/SL trends/SL of/SL the/SL collected/SL studies/SL ,/SP and/SL conducted/SL a/SL meta/SL -/SO analysis/SL on/SL the/SL effects/SL of/SL academic/SL intervention/SL program/SL using/SL 15/SN studies/SL that/SL applied/SL a/SL control/SL group/SL experimental/SL design/SL by/SL using/SL the/SL R/SL statistical/SL pr/SL ogram./SL Results/SL The/SL papers/SL of/SL academic/SL programs/SL for/SL college/SL students/SL have/SL been/SL published/SL since/SL 2006/SN ,/SP and/SL their/SL number/SL has/SL increased/SL rapidly/SL over/SL the/SL past/SL dec/SL ade./SL The/SL target/SL audience/SL of/SL the/SL program/SL was/SL diverse/SL ,/SP including/SL program/SL applicants/SL ,/SP students/SL with/SL academic/SL difficulties/SL ,/SP and/SL students/SL from/SL specific/SL departme/SL nts./SL For/SL the/SL operation/SL form/SL of/SL the/SL program/SL ,/SP learning/SL community/SL ,/SP group/SL education/SL ,/SP and/SL group/SL counseling/SL were/SL in/SL or/SL der./SL In/SL addition/SL to/SL this/SL ,/SP we/SL analyzed/SL the/SL purpose/SL of/SL the/SL programs/SL ,/SP research/SL methods/SL ,/SP measurement/SL variables/SL and/SL tools/SL ,/SP and/SL presented/SL the/SL resu/SL lts./SL Lastly/SL ,/SP the/SL meta/SL -/SO analysis/SL result/SL showed/SL that/SL the/SL average/SL effect/SL size/SL of/SL the/SL program/SL was/SL 0.5226/SN ,/SP which/SL was/SL a/SL medium/SL effect/SL size/SL ,/SP and/SL the/SL significant/SL moderator/SL variables/SL were/SL the/SL operation/SL type/SL and/SL the/SL purpose/SL of/SL the/SL pr/SL ogram./SL Conclusions/SL We/SL suggested/SL how/SL Korean/SL colleges/SL could/SL design/SL and/SL operate/SL the/SL academic/SL support/SL programs/SL for/SL undergraduate/SL students/SL based/SL on/SL the/SL results/SL of/SL this/SL study/SL and/SL also/SL provided/SL some/SL implications/SL for/SL the/SL development/SL of/SL related/SL res/SL earch./SL"
